#
#  0. 客户端名称 (clientName, C32)
#  1. 客户端编号 (clientId)
#  2. 客户端禁用标识 (isDisabled)
#    - 0 或 不填 代表该客户端未设置禁用标识，正常加载
#    - >0 代表该客户端设置禁用标识，不进行加载
#    - <0 取值异常，OES停止启动
#  3. API禁用标识 (isApiForbidden)
#    - 0 或 不填 代表允许该客户使用API登录
#    - >0 代表禁止该客户使用API登录
#    - <0 取值异常，OES停止启动
#  4. 客户端类型 (clientType), 预留字段
#    - 1 投资人
#  5. 所有者类型 (ownerType)
#    - 1   个人投资者
#    - 102 会员
#    - 103 机构投资者
#    - 104 自营
#    - 105 做市商
#  6. 客户端说明 (clientMemo, C32)
#  7. 客户端密码 (clientPwd, C40)
#  8. 大宗交易标识 (isBlockTrader)
#    - 0 或 不填 代表该客户不进行大宗交易，盘后不会解冻其资金
#    - >0 代表该客户会进行大宗交易，盘后会解冻其可取额度的资金
#    - <0 取值异常，OES停止启动
#  9. 上海现货/信用账户对应的PBU代码 (sseStkPbuId)
# 10. 上海衍生品账户对应的PBU代码 (sseOptPbuId)
# 11. 深圳现货/信用账户对应的PBU代码 (szseStkPbuId)
# 12. 深圳衍生品账户对应的PBU代码 (szseOptPbuId)
# 13. 深圳交易网关号 (szseTgwId)
#    - 填 0 或 不填 代表该客户的深证委托优先通过交易网关组的第一个交易网关上报
#    - 填 * 代表该客户的深证委托使用交易网关组下每一个活跃交易网关上报，策略为Round-Robin
#    - 其他内容会被作为深圳交易网关ID识别，此时该客户的深证委托优先通过此交易网关上报
# 14. 委托通道最大连接数 (maxOrdConnect)
#    - 填 <=0 或 不填 代表不限制委托通道连接数量
# 15. 回报通道最大连接数 (maxRptConnect)
#    - 填 <=0 或 不填 代表不限制回报通道连接数量
# 16. 查询通道最大连接数 (maxQryConnect)
#    - 填 <=0 或 不填 代表不限制查询通道连接数量
# 17. 委托通道的流量控制 (ordTrafficLimit)
#    - 委托通道每秒可以接受的最大请求次数，建议默认设置为500
#    - 填 <=0 或者 不填 表示不限制
# 18. 查询通道的流量控制 (qryTrafficLimit)
#    - 查询通道每秒可以接受的最大请求次数，建议默认设置为500
#    - 填 <=0 或者 不填 表示不限制
#    - 小于10 的流控值不被接受
# 19. 与该客户端相关联的客户号 (relationCust 以','号分隔的客户号列表)
#

#clientName |clientId |isDisabled |isApiForbidden |clientType |ownerType |clientMemo |clientPwd |isBlockTrader |sseStkPbuId |sseOptPbuId |szseStkPbuId |szseOptPbuId |szseTgwId |maxOrdConnect |maxRptConnect |maxQryConnect |ordTrafficLimit |qryTrafficLimit |relationCust
customer35  |35      |0          |               |1          |1         |customer35  |6lsy2c    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000035
customer36  |36      |0          |               |1          |1         |customer36  |ha07ue    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000036
customer37  |37      |0          |               |1          |1         |customer37  |kjvpvk    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000037
customer38  |38      |0          |               |1          |1         |customer38  |pyff1s    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000038
customer39  |39      |0          |               |1          |1         |customer39  |72q8an    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000039
customer40  |40      |0          |               |1          |1         |customer40  |hfofhu    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000040
customer41  |41      |0          |               |1          |1         |customer41  |lrfrhe    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000041
customer42  |42      |0          |               |1          |1         |customer42  |aceddo    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000042
customer43  |43      |0          |               |1          |1         |customer43  |agop7d    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000043
customer44  |44      |0          |               |1          |1         |customer44  |doj2uo    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000044
customer45  |45      |0          |               |1          |1         |customer45  |6iy7ya    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000045
customer46  |46      |0          |               |1          |1         |customer46  |9gq7y1    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000046
customer47  |47      |0          |               |1          |1         |customer47  |vlo3y5    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000047
customer48  |48      |0          |               |1          |1         |customer48  |1mquiy    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000048
customer49  |49      |0          |               |1          |1         |customer49  |huvuvd    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000049
customer50  |50      |0          |               |1          |1         |customer50  |24p1h2    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000050
customer51  |51      |0          |               |1          |1         |customer51  |q5h48h    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000051
customer52  |52      |0          |               |1          |1         |customer52  |6tou8a    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000052
customer53  |53      |0          |               |1          |1         |customer53  |0mh838    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000053
customer54  |54      |0          |               |1          |1         |customer54  |z288m1    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000054
customer55  |55      |0          |               |1          |1         |customer55  |sz6yxg    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000055
customer56  |56      |0          |               |1          |1         |customer56  |a0u8gp    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000056
customer57  |57      |0          |               |1          |1         |customer57  |y0iq8q    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000057
customer58  |58      |0          |               |1          |1         |customer58  |1102g1    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000058
customer59  |59      |0          |               |1          |1         |customer59  |0cnbyy    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000059
customer60  |60      |0          |               |1          |1         |customer60  |6iut2s    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000060
customer61  |61      |0          |               |1          |1         |customer61  |h40a19    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000061
customer62  |62      |0          |               |1          |1         |customer62  |8citn3    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000062
customer63  |63      |0          |               |1          |1         |customer63  |2cuzwy    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000063
customer64  |64      |0          |               |1          |1         |customer64  |p721kz    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000064
customer65  |65      |0          |               |1          |1         |customer65  |2lk4oi    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000065
customer66  |66      |0          |               |1          |1         |customer66  |3bljz9    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000066
customer67  |67      |0          |               |1          |1         |customer67  |d4n0b3    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000067
customer68  |68      |0          |               |1          |1         |customer68  |3ho0dh    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000068
customer69  |69      |0          |               |1          |1         |customer69  |tbyb42    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000069
customer70  |70      |0          |               |1          |1         |customer70  |itebq1    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000070
customer71  |71      |0          |               |1          |1         |customer71  |m16768    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000071
customer72  |72      |0          |               |1          |1         |customer72  |9syc5m    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000072
customer73  |73      |0          |               |1          |1         |customer73  |jxfotn    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000073
customer74  |74      |0          |               |1          |1         |customer74  |negn2g    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000074
customer75  |75      |0          |               |1          |1         |customer75  |93xiqy    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000075
customer76  |76      |0          |               |1          |1         |customer76  |nnnhbv    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000076
customer77  |77      |0          |               |1          |1         |customer77  |nslg7o    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000077
customer78  |78      |0          |               |1          |1         |customer78  |d3oe19    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000078
customer79  |79      |0          |               |1          |1         |customer79  |7yqxkt    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000079
customer80  |80      |0          |               |1          |1         |customer80  |bm6oze    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000080
customer81  |81      |0          |               |1          |1         |customer81  |3ofqp3    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000081
customer82  |82      |0          |               |1          |1         |customer82  |3unsa6    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000082
customer83  |83      |0          |               |1          |1         |customer83  |t94q1x    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000083
customer84  |84      |0          |               |1          |1         |customer84  |tjg3kc    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000084
customer85  |85      |0          |               |1          |1         |customer85  |bvq3em    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000085
customer86  |86      |0          |               |1          |1         |customer86  |jtlr84    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000086
customer87  |87      |0          |               |1          |1         |customer87  |3cv6x9    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000087
customer88  |88      |0          |               |1          |1         |customer88  |fb5udi    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000088
customer89  |89      |0          |               |1          |1         |customer89  |2c08yb    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000089
customer90  |90      |0          |               |1          |1         |customer90  |p50295    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000090
customer91  |91      |0          |               |1          |1         |customer91  |2wohcm    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000091
customer92  |92      |0          |               |1          |1         |customer92  |momjfz    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000092
customer93  |93      |0          |               |1          |1         |customer93  |x288hr    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000093
customer94  |94      |0          |               |1          |1         |customer94  |mftz1i    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000094
customer95  |95      |0          |               |1          |1         |customer95  |pcc2x2    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000095
customer96  |96      |0          |               |1          |1         |customer96  |9xl0oi    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000096
customer97  |97      |0          |               |1          |1         |customer97  |yqp4vz    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000097
customer98  |98      |0          |               |1          |1         |customer98  |hxgs20    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000098
customer99  |99      |0          |               |1          |1         |customer99  |ghqwam    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000099
customer100 |100     |0          |               |1          |1         |customer100 |ppcfvi    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000100
customer101 |101     |0          |               |1          |1         |customer101 |nndtw2    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000101
customer102 |102     |0          |               |1          |1         |customer102 |14a97c    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000102
customer103 |103     |0          |               |1          |1         |customer103 |6e47fh    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000103
customer104 |104     |0          |               |1          |1         |customer104 |kth0lf    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000104
customer105 |105     |0          |               |1          |1         |customer105 |8xhiir    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000105
customer106 |106     |0          |               |1          |1         |customer106 |a56mu6    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000106
customer107 |107     |0          |               |1          |1         |customer107 |7snx8b    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000107
customer108 |108     |0          |               |1          |1         |customer108 |qgnx09    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000108
customer109 |109     |0          |               |1          |1         |customer109 |1vsnoc    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000109
customer110 |110     |0          |               |1          |1         |customer110 |h4mjht    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000110
customer111 |111     |0          |               |1          |1         |customer111 |93bi2a    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000111
customer112 |112     |0          |               |1          |1         |customer112 |677eow    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000112
customer113 |113     |0          |               |1          |1         |customer113 |owlnxd    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000113
customer114 |114     |0          |               |1          |1         |customer114 |yv3dtz    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000114
customer115 |115     |0          |               |1          |1         |customer115 |p8uiee    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000115
customer116 |116     |0          |               |1          |1         |customer116 |l2gcu2    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000116
customer117 |117     |0          |               |1          |1         |customer117 |tnvc7j    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000117
customer118 |118     |0          |               |1          |1         |customer118 |mvuzl0    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000118
customer119 |119     |0          |               |1          |1         |customer119 |1cm43o    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000119
customer120 |120     |0          |               |1          |1         |customer120 |6ms7yd    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000120
customer121 |121     |0          |               |1          |1         |customer121 |5raeof    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000121
customer122 |122     |0          |               |1          |1         |customer122 |2oawpt    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000122
customer123 |123     |0          |               |1          |1         |customer123 |wobhhb    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000123
customer124 |124     |0          |               |1          |1         |customer124 |zs0gn7    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000124
customer125 |125     |0          |               |1          |1         |customer125 |ljdekm    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000125
customer126 |126     |0          |               |1          |1         |customer126 |ebrher    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000126
customer127 |127     |0          |               |1          |1         |customer127 |okmzus    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000127
customer128 |128     |0          |               |1          |1         |customer128 |bf5sk1    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000128
customer129 |129     |0          |               |1          |1         |customer129 |tjvktl    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000129
customer130 |130     |0          |               |1          |1         |customer130 |n3bsi6    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000130
customer131 |131     |0          |               |1          |1         |customer131 |0rx60k    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000131
customer132 |132     |0          |               |1          |1         |customer132 |7mx86g    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000132
customer133 |133     |0          |               |1          |1         |customer133 |glu9ae    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000133
customer134 |134     |0          |               |1          |1         |customer134 |wyzdia    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000134
customer135 |135     |0          |               |1          |1         |customer135 |wn175d    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000135
customer136 |136     |0          |               |1          |1         |customer136 |leelt3    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000136
customer137 |137     |0          |               |1          |1         |customer137 |1xbrj7    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000137
customer138 |138     |0          |               |1          |1         |customer138 |09lccc    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000138
customer139 |139     |0          |               |1          |1         |customer139 |o960hv    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000139
customer140 |140     |0          |               |1          |1         |customer140 |sjxgiz    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000140
customer141 |141     |0          |               |1          |1         |customer141 |xaebey    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000141
customer142 |142     |0          |               |1          |1         |customer142 |o7k1a7    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000142
customer143 |143     |0          |               |1          |1         |customer143 |zrs1cr    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000143
customer144 |144     |0          |               |1          |1         |customer144 |s24miq    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000144
customer145 |145     |0          |               |1          |1         |customer145 |va3apk    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000145
customer146 |146     |0          |               |1          |1         |customer146 |jvt7mn    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000146
customer147 |147     |0          |               |1          |1         |customer147 |vu087p    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000147
customer148 |148     |0          |               |1          |1         |customer148 |3ijpsr    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000148
customer149 |149     |0          |               |1          |1         |customer149 |yymwto    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000149
customer150 |150     |0          |               |1          |1         |customer150 |hrn4vh    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000150
customer151 |151     |0          |               |1          |1         |customer151 |lddt8o    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000151
customer152 |152     |0          |               |1          |1         |customer152 |tbx6ae    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000152
customer153 |153     |0          |               |1          |1         |customer153 |arzi9o    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000153
customer154 |154     |0          |               |1          |1         |customer154 |ff5r65    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000154
customer155 |155     |0          |               |1          |1         |customer155 |crzmz1    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000155
customer156 |156     |0          |               |1          |1         |customer156 |f7r8a2    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000156
customer157 |157     |0          |               |1          |1         |customer157 |ht6f60    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000157
customer158 |158     |0          |               |1          |1         |customer158 |atbawh    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000158
customer159 |159     |0          |               |1          |1         |customer159 |k881et    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000159
customer160 |160     |0          |               |1          |1         |customer160 |fpmiqk    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000160
customer161 |161     |0          |               |1          |1         |customer161 |angvqy    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000161
customer162 |162     |0          |               |1          |1         |customer162 |7ffatz    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000162
customer163 |163     |0          |               |1          |1         |customer163 |t124ds    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000163
customer164 |164     |0          |               |1          |1         |customer164 |16e3b7    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000164
customer165 |165     |0          |               |1          |1         |customer165 |763g4u    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000165
customer166 |166     |0          |               |1          |1         |customer166 |bb9147    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000166
customer167 |167     |0          |               |1          |1         |customer167 |ibwohp    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000167
customer168 |168     |0          |               |1          |1         |customer168 |1jclua    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000168
customer169 |169     |0          |               |1          |1         |customer169 |iz7mni    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000169
customer170 |170     |0          |               |1          |1         |customer170 |ykp143    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000170
customer171 |171     |0          |               |1          |1         |customer171 |etdtr3    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000171
customer172 |172     |0          |               |1          |1         |customer172 |fchhzu    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000172
